STATIONSAFKORTING,STATIONS_NAAM,GEMEENTE,REGIO_RSV_NAAM,REGIO_SSVO_NAAM,IND_BACKUP_VENS,IND_STANDPLAATS_VENS,GELDIGVANAF,GELDIGTM,IND_HUIDIG
Vdm,Veendam,Veendam,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Zlsh,Zwolle Stadshagen,Zwolle,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Drh,Driehuis,Velsen,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Tl,Tiel,Tiel,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Nmh,Nijmegen Heyendaal,Nijmegen,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Cvm,Chevremont,Kerkrade,RSV Zuid,Zuid- en Midden-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Utlr,Utrecht Leidsche Rijn,Utrecht,RSV Randstad Noord,Utrecht,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Sptz,Santpoort Zuid,Velsen,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Hrlw,Heerlen Woonboulevard,Heerlen,RSV Zuid,Zuid- en Midden-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Stv,Stavoren,Súdwest-Fryslân,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Wz,Wezep,Oldebroek,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Mdb,Middelburg,Middelburg,RSV Zuid,West-Brabant en Zeeland,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Bmr,Boxmeer,Boxmeer,RSV Zuid,Zuid- en Midden-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Avat,Amersfoort Vathorst,Amersfoort,RSV Noord-Oost,Amersfoort,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Mas,Maarssen,Stichtse Vecht,RSV Randstad Noord,Utrecht,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Rh,Rheden,Rheden,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Ldl,Leiden Lammenschans,Leiden,RSV Randstad Zuid,Den Haag,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Apdo,Apeldoorn Osseveld,Apeldoorn,RSV Noord-Oost,Twente-IJssel,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Hn,Hoorn,Hoorn,RSV Randstad Noord,Alkmaar,0,0,2022-06-20 00:00:00.000000,8888-12-31 23:59:59.999999,1
O,Oss,Oss,RSV Zuid,Oost-Brabant en Noord-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Mg,Mantgum,Leeuwarden,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Vst,Voorschoten,Voorschoten,RSV Randstad Zuid,Den Haag,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Mth,Martenshoek,Midden-Groningen,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Ddn,Delden,Hof van Twente,RSV Noord-Oost,Twente-IJssel,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Gdr,Gaanderen,Doetinchem,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Nwk,Nieuwerkerk a/d IJssel,Zuidplas,RSV Randstad Zuid,Rotterdam,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Ehv,Eindhoven Centraal,Eindhoven,RSV Zuid,Oost-Brabant en Noord-Limburg,1,1,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Vhp,Vroomshoop,Twenterand,RSV Noord-Oost,Twente-IJssel,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Nvp,Nieuw Vennep,Haarlemmermeer,RSV Randstad Noord,Amsterdam,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Had,Heemstede-Aerdenhout,Heemstede,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Rb,Rilland-Bath,Reimerswaal,RSV Zuid,West-Brabant en Zeeland,0,0,2026-06-14 00:00:00.000000,8888-12-31 23:59:59.999999,1
Ampo,Almere Poort,Almere,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Krg,Kruiningen-Yerseke,Reimerswaal,RSV Zuid,West-Brabant en Zeeland,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Cas,Castricum,Castricum,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Hnp,Hindeloopen,Súdwest-Fryslân,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Amri,Almelo de Riet,Almelo,RSV Noord-Oost,Twente-IJssel,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Rvs,Ravenstein,Oss,RSV Zuid,Oost-Brabant en Noord-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Almp,Almere Parkwijk,Almere,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Dvn,Duiven,Duiven,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Bhdv,Boven Hardinxveld,Hardinxveld-Giessendam,RSV Randstad Zuid,Rotterdam,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Ypb,Den Haag Ypenburg,'s-Gravenhage,RSV Randstad Zuid,Den Haag,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Sda,Scheemda,Oldambt,RSV Noord-Oost,PE Noord,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Amrn,Alkmaar Noord,Alkmaar,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Gn,Groningen,Groningen,RSV Noord-Oost,PE Noord,0,1,2022-11-21 00:00:00.000000,8888-12-31 23:59:59.999999,1
Wl,Wehl,Doetinchem,RSV Noord-Oost,Arnhem-Nijmegen,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Gs,Goes,Goes,RSV Zuid,West-Brabant en Zeeland,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Dmn,Diemen,Diemen,RSV Randstad Noord,Amsterdam,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Vz,Vriezenveen,Twenterand,RSV Noord-Oost,Twente-IJssel,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Sog,Schin op Geul,Valkenburg aan de Geul,RSV Zuid,Zuid- en Midden-Limburg,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
Bkg,Bovenkarspel-Grootebroek,Stede Broec,RSV Randstad Noord,Alkmaar,0,0,2021-10-18 00:00:00.000000,8888-12-31 23:59:59.999999,1
